State,Year,Month,Time,Gender,Road_User,Age Group,Fatality
New South Wales,1992,11,8:30:00 AM,Male,Passenger,17 - 25,2
New South Wales,1992,11,8:45:00 AM,Female,Driver,17 - 25,1
New South Wales,1992,11,9:45:00 AM,Male,Driver,40 - 64,1
New South Wales,1992,11,9:45:00 AM,Male,Pedestrian,>= 75,1
New South Wales,1992,11,10:08:00 AM,Female,Driver,>= 75,1
New South Wales,1992,11,10:20:00 AM,Female,Passenger,Unknown,1
New South Wales,1992,11,11:25:00 AM,Male,Driver,26 - 39,1
New South Wales,1992,11,11:30:00 AM,Male,Passenger,40 - 64,1
New South Wales,1992,11,12:25:00 PM,Male,Driver,65 - 74,1
New South Wales,1992,11,1:00:00 PM,Male,Pedestrian,0 - 16,1
New South Wales,1992,11,1:20:00 PM,Male,Passenger,40 - 64,1
New South Wales,1992,11,2:05:00 PM,Female,Passenger,>= 75,1
New South Wales,1992,11,2:20:00 PM,Male,Driver,26 - 39,1
New South Wales,1992,11,2:50:00 PM,Female,Motorcycle rider,17 - 25,1
New South Wales,1992,11,3:37:00 PM,Female,Driver,40 - 64,1
New South Wales,1992,11,4:45:00 PM,Female,Passenger,26 - 39,1
New South Wales,1992,11,4:45:00 PM,Male,Driver,17 - 25,1
New South Wales,1992,11,4:45:00 PM,Male,Passenger,26 - 39,1
New South Wales,1992,11,5:00:00 PM,Male,Driver,26 - 39,1
New South Wales,1992,11,5:25:00 PM,Female,Driver,17 - 25,1
New South Wales,1992,11,5:30:00 PM,Female,Driver,26 - 39,1
New South Wales,1992,11,5:40:00 PM,Male,Driver,40 - 64,1
New South Wales,1992,11,5:45:00 PM,Male,Motorcycle rider,26 - 39,1
New South Wales,1992,11,6:20:00 PM,Female,Passenger,17 - 25,1
New South Wales,1992,11,6:40:00 PM,Male,Driver,26 - 39,1
New South Wales,1992,11,7:00:00 PM,Female,Passenger,17 - 25,2
New South Wales,1992,11,7:00:00 PM,Male,Passenger,17 - 25,1
New South Wales,1992,11,7:15:00 PM,Male,Driver,40 - 64,1
New South Wales,1992,11,7:15:00 PM,Male,Passenger,40 - 64,1
New South Wales,1992,11,8:10:00 PM,Female,Passenger,26 - 39,1
New South Wales,1992,11,8:15:00 PM,Male,Driver,40 - 64,1
New South Wales,1992,11,8:45:00 PM,Male,Pedestrian,65 - 74,1
New South Wales,1992,11,8:50:00 PM,Male,Pedestrian,40 - 64,1
New South Wales,1992,11,8:54:00 PM,Male,Driver,26 - 39,1
New South Wales,1992,11,9:05:00 PM,Male,Driver,40 - 64,1
New South Wales,1992,11,10:30:00 PM,Male,Driver,40 - 64,1
New South Wales,1992,11,10:35:00 PM,Male,Motorcycle rider,17 - 25,1
New South Wales,1992,11,11:00:00 PM,Male,Driver,17 - 25,1
New South Wales,1992,11,11:10:00 PM,Female,Passenger,17 - 25,1
New South Wales,1992,11,11:10:00 PM,Male,Driver,17 - 25,1
New South Wales,1992,11,11:25:00 PM,Male,Passenger,17 - 25,1
New South Wales,1992,12,12:05:00 AM,Male,Motorcycle rider,17 - 25,1
New South Wales,1992,12,12:45:00 AM,Male,Driver,26 - 39,1
New South Wales,1992,12,12:45:00 AM,Male,Driver,40 - 64,1
New South Wales,1992,12,1:30:00 AM,Male,Driver,17 - 25,1
New South Wales,1992,12,2:35:00 AM,Male,Pedestrian,17 - 25,1
New South Wales,1992,12,3:00:00 AM,Male,Passenger,17 - 25,1
New South Wales,1992,12,6:30:00 AM,Female,Driver,17 - 25,1
New South Wales,1992,12,7:00:00 AM,Male,Motorcycle rider,17 - 25,1
New South Wales,1992,12,8:30:00 AM,Male,Driver,40 - 64,1
New South Wales,1992,12,9:00:00 AM,Female,Driver,17 - 25,1
New South Wales,1992,12,9:25:00 AM,Female,Passenger,40 - 64,1
New South Wales,1992,12,9:25:00 AM,Male,Driver,40 - 64,1
New South Wales,1992,12,9:35:00 AM,Female,Passenger,17 - 25,1
New South Wales,1992,12,9:50:00 AM,Female,Driver,26 - 39,1
New South Wales,1992,12,10:15:00 AM,Female,Passenger,17 - 25,1
New South Wales,1992,12,11:00:00 AM,Male,Motorcycle rider,17 - 25,1
New South Wales,1992,12,11:50:00 AM,Female,Passenger,65 - 74,1
New South Wales,1992,12,12:00:00 PM,Female,Passenger,40 - 64,1
New South Wales,1992,12,12:00:00 PM,Male,Passenger,0 - 16,1
New South Wales,1992,12,12:30:00 PM,Female,Pedestrian,65 - 74,1
New South Wales,1992,12,12:30:00 PM,Male,Driver,17 - 25,1
New South Wales,1992,12,12:35:00 PM,Female,Driver,>= 75,1
New South Wales,1992,12,12:35:00 PM,Male,Driver,17 - 25,1
New South Wales,1992,12,1:30:00 PM,Female,Passenger,>= 75,1
New South Wales,1992,12,1:45:00 PM,Male,Driver,17 - 25,1
New South Wales,1992,12,2:00:00 PM,Male,Pedestrian,40 - 64,1
New South Wales,1992,12,2:10:00 PM,Female,Driver,>= 75,1
New South Wales,1992,12,2:15:00 PM,Female,Passenger,40 - 64,1
New South Wales,1992,12,2:15:00 PM,Male,Driver,40 - 64,1
New South Wales,1992,12,2:45:00 PM,Female,Driver,40 - 64,1
New South Wales,1992,12,3:15:00 PM,Female,Pedestrian,>= 75,1
New South Wales,1992,12,3:30:00 PM,Male,Motorcycle rider,17 - 25,1
New South Wales,1992,12,3:30:00 PM,Male,Pedestrian,65 - 74,1
New South Wales,1992,12,3:45:00 PM,Female,Driver,17 - 25,1
New South Wales,1992,12,3:45:00 PM,Female,Passenger,0 - 16,1
New South Wales,1992,12,3:45:00 PM,Female,Passenger,17 - 25,1
New South Wales,1992,12,4:00:00 PM,Male,Motorcycle rider,40 - 64,1
New South Wales,1992,12,4:10:00 PM,Male,Driver,26 - 39,1
New South Wales,1992,12,4:50:00 PM,Male,Driver,17 - 25,1
New South Wales,1992,12,5:08:00 PM,Male,Driver,40 - 64,1
New South Wales,1992,12,5:15:00 PM,Female,Driver,26 - 39,1
New South Wales,1992,12,5:40:00 PM,Male,Pedestrian,40 - 64,1
New South Wales,1992,12,5:55:00 PM,Male,Driver,17 - 25,1
New South Wales,1992,12,6:15:00 PM,Male,Pedestrian,65 - 74,1
New South Wales,1992,12,6:30:00 PM,Female,Passenger,0 - 16,1
New South Wales,1992,12,6:45:00 PM,Male,Pedestrian,17 - 25,1
New South Wales,1992,12,7:45:00 PM,Male,Pedestrian,26 - 39,1
New South Wales,1992,12,9:45:00 PM,Male,Driver,17 - 25,1
New South Wales,1992,12,10:00:00 PM,Female,Driver,26 - 39,1
New South Wales,1992,12,10:00:00 PM,Female,Passenger,17 - 25,1
New South Wales,1993,1,12:40:00 AM,Male,Driver,26 - 39,1
New South Wales,1993,1,1:00:00 AM,Male,Pedestrian,40 - 64,1
New South Wales,1993,1,1:30:00 AM,Female,Driver,17 - 25,1
New South Wales,1993,1,2:00:00 AM,Female,Motorcycle pillion passenger,26 - 39,1
New South Wales,1993,1,2:35:00 AM,Male,Driver,17 - 25,1
New South Wales,1993,1,3:00:00 AM,Male,Passenger,26 - 39,1
New South Wales,1993,1,4:15:00 AM,Male,Passenger,26 - 39,1
New South Wales,1993,1,5:20:00 AM,Male,Passenger,0 - 16,1
New South Wales,1993,1,6:20:00 AM,Male,Driver,40 - 64,1
New South Wales,1993,1,7:00:00 AM,Female,Passenger,0 - 16,1
New South Wales,1993,1,7:00:00 AM,Female,Passenger,65 - 74,1
New South Wales,1993,1,7:00:00 AM,Male,Driver,26 - 39,1
New South Wales,1993,1,7:00:00 AM,Male,Passenger,17 - 25,1
New South Wales,1993,1,7:00:00 AM,Male,Passenger,40 - 64,1
New South Wales,1993,1,8:20:00 AM,Male,Driver,17 - 25,1
New South Wales,1993,1,9:05:00 AM,Male,Driver,17 - 25,1
New South Wales,1993,1,9:10:00 AM,Male,Driver,26 - 39,1
New South Wales,1993,1,10:00:00 AM,Female,Driver,40 - 64,2
New South Wales,1993,1,10:00:00 AM,Female,Passenger,Unknown,1
New South Wales,1993,1,10:00:00 AM,Male,Passenger,65 - 74,1
New South Wales,1993,1,10:50:00 AM,Male,Driver,65 - 74,1
New South Wales,1993,1,2:40:00 PM,Male,Driver,40 - 64,1
New South Wales,1993,1,2:50:00 PM,Male,Driver,40 - 64,1
New South Wales,1993,1,3:30:00 PM,Male,Driver,17 - 25,1
New South Wales,1993,1,3:30:00 PM,Male,Passenger,17 - 25,2
New South Wales,1993,1,4:35:00 PM,Female,Driver,40 - 64,1
New South Wales,1993,1,5:25:00 PM,Male,Pedestrian,65 - 74,1
New South Wales,1993,1,6:30:00 PM,Male,Passenger,17 - 25,1
New South Wales,1993,1,6:55:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,1,7:25:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,1,7:45:00 PM,Female,Pedestrian,>= 75,1
New South Wales,1993,1,7:55:00 PM,Male,Pedestrian,40 - 64,1
New South Wales,1993,1,7:57:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,1,9:15:00 PM,Female,Passenger,65 - 74,1
New South Wales,1993,1,9:55:00 PM,Male,Motorcycle pillion passenger,17 - 25,1
New South Wales,1993,1,10:20:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,1,10:22:00 PM,Male,Passenger,17 - 25,1
New South Wales,1993,1,10:22:00 PM,Male,Passenger,26 - 39,1
New South Wales,1993,1,11:30:00 PM,Male,Pedestrian,26 - 39,1
New South Wales,1993,1,11:45:00 PM,Male,Driver,17 - 25,1
New South Wales,1993,1,11:45:00 PM,Male,Passenger,26 - 39,1
New South Wales,1993,1,11:52:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,2,12:35:00 AM,Male,Motorcycle rider,26 - 39,1
New South Wales,1993,2,12:45:00 AM,Male,Driver,17 - 25,1
New South Wales,1993,2,1:30:00 AM,Female,Driver,26 - 39,1
New South Wales,1993,2,2:50:00 AM,Female,Driver,17 - 25,1
New South Wales,1993,2,3:00:00 AM,Male,Pedestrian,17 - 25,1
New South Wales,1993,2,6:00:00 AM,Male,Pedestrian,40 - 64,1
New South Wales,1993,2,6:50:00 AM,Male,Driver,65 - 74,1
New South Wales,1993,2,7:00:00 AM,Male,Pedal cyclist,0 - 16,1
New South Wales,1993,2,8:30:00 AM,Female,Passenger,65 - 74,1
New South Wales,1993,2,9:15:00 AM,Female,Passenger,26 - 39,1
New South Wales,1993,2,9:24:00 AM,Male,Driver,17 - 25,1
New South Wales,1993,2,10:00:00 AM,Male,Driver,>= 75,1
New South Wales,1993,2,10:45:00 AM,Male,Pedestrian,17 - 25,1
New South Wales,1993,2,11:25:00 AM,Male,Driver,26 - 39,1
New South Wales,1993,2,11:50:00 AM,Female,Driver,>= 75,1
New South Wales,1993,2,1:20:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,2,1:25:00 PM,Female,Passenger,>= 75,1
New South Wales,1993,2,1:25:00 PM,Male,Driver,>= 75,1
New South Wales,1993,2,2:30:00 PM,Female,Passenger,17 - 25,1
New South Wales,1993,2,3:20:00 PM,Male,Motorcycle rider,26 - 39,1
New South Wales,1993,2,4:10:00 PM,Male,Motorcycle rider,17 - 25,1
New South Wales,1993,2,5:05:00 PM,Male,Driver,17 - 25,1
New South Wales,1993,2,5:50:00 PM,Female,Passenger,26 - 39,1
New South Wales,1993,2,8:25:00 PM,Male,Pedestrian,>= 75,1
New South Wales,1993,2,9:00:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,2,9:35:00 PM,Male,Driver,40 - 64,1
New South Wales,1993,2,11:15:00 PM,Female,Pedestrian,40 - 64,1
New South Wales,1993,2,11:25:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,2,11:40:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,2,11:40:00 PM,Male,Driver,40 - 64,1
New South Wales,1993,2,11:59:00 PM,Male,Driver,17 - 25,1
New South Wales,1993,3,12:13:00 AM,Male,Passenger,26 - 39,1
New South Wales,1993,3,1:00:00 AM,Male,Driver,26 - 39,1
New South Wales,1993,3,1:15:00 AM,Male,Driver,40 - 64,1
New South Wales,1993,3,2:00:00 AM,Male,Driver,26 - 39,1
New South Wales,1993,3,2:10:00 AM,Male,Driver,17 - 25,1
New South Wales,1993,3,2:15:00 AM,Male,Driver,26 - 39,1
New South Wales,1993,3,2:30:00 AM,Female,Driver,26 - 39,1
New South Wales,1993,3,2:30:00 AM,Female,Passenger,40 - 64,1
New South Wales,1993,3,2:30:00 AM,Male,Passenger,26 - 39,1
New South Wales,1993,3,2:45:00 AM,Female,Passenger,17 - 25,1
New South Wales,1993,3,3:20:00 AM,Male,Pedestrian,26 - 39,1
New South Wales,1993,3,3:35:00 AM,Female,Motorcycle pillion passenger,17 - 25,1
New South Wales,1993,3,5:10:00 AM,Female,Driver,40 - 64,1
New South Wales,1993,3,6:20:00 AM,Female,Passenger,26 - 39,1
New South Wales,1993,3,6:40:00 AM,Male,Driver,17 - 25,1
New South Wales,1993,3,6:50:00 AM,Male,Pedestrian,17 - 25,1
New South Wales,1993,3,6:55:00 AM,Male,Driver,17 - 25,1
New South Wales,1993,3,8:00:00 AM,Female,Driver,40 - 64,1
New South Wales,1993,3,9:00:00 AM,Male,Motorcycle rider,17 - 25,1
New South Wales,1993,3,9:15:00 AM,Female,Passenger,40 - 64,1
New South Wales,1993,3,9:30:00 AM,Male,Driver,>= 75,1
New South Wales,1993,3,9:45:00 AM,Female,Pedestrian,17 - 25,1
New South Wales,1993,3,11:20:00 AM,Female,Driver,>= 75,1
New South Wales,1993,3,12:15:00 PM,Female,Passenger,65 - 74,1
New South Wales,1993,3,12:15:00 PM,Male,Driver,40 - 64,1
New South Wales,1993,3,12:15:00 PM,Male,Driver,65 - 74,1
New South Wales,1993,3,12:36:00 PM,Female,Driver,40 - 64,1
New South Wales,1993,3,12:36:00 PM,Female,Passenger,65 - 74,1
New South Wales,1993,3,12:36:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,3,12:40:00 PM,Male,Driver,65 - 74,2
New South Wales,1993,3,12:45:00 PM,Female,Driver,>= 75,1
New South Wales,1993,3,12:45:00 PM,Female,Motorcycle pillion passenger,26 - 39,1
New South Wales,1993,3,1:35:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,3,2:00:00 PM,Male,Driver,40 - 64,1
New South Wales,1993,3,2:05:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,3,2:30:00 PM,Male,Pedestrian,>= 75,1
New South Wales,1993,3,3:00:00 PM,Male,Passenger,0 - 16,1
New South Wales,1993,3,3:05:00 PM,Female,Other/-9,26 - 39,1
New South Wales,1993,3,3:15:00 PM,Male,Driver,>= 75,1
New South Wales,1993,3,3:50:00 PM,Female,Pedal cyclist,40 - 64,1
New South Wales,1993,3,4:30:00 PM,Female,Driver,0 - 16,1
New South Wales,1993,3,4:30:00 PM,Male,Passenger,26 - 39,1
New South Wales,1993,3,5:30:00 PM,Male,Pedestrian,0 - 16,1
New South Wales,1993,3,5:35:00 PM,Male,Motorcycle rider,26 - 39,1
New South Wales,1993,3,6:55:00 PM,Male,Pedestrian,17 - 25,1
New South Wales,1993,3,7:10:00 PM,Male,Pedestrian,0 - 16,1
New South Wales,1993,3,7:20:00 PM,Female,Passenger,40 - 64,1
New South Wales,1993,3,7:30:00 PM,Female,Pedestrian,26 - 39,1
New South Wales,1993,3,7:30:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,3,8:30:00 PM,Male,Passenger,0 - 16,1
New South Wales,1993,3,8:50:00 PM,Female,Pedestrian,40 - 64,1
New South Wales,1993,3,9:00:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,3,9:45:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,3,11:15:00 PM,Male,Pedestrian,26 - 39,1
New South Wales,1993,3,11:45:00 PM,Female,Driver,26 - 39,1
New South Wales,1993,4,12:01:00 AM,Male,Driver,17 - 25,1
New South Wales,1993,4,1:30:00 AM,Male,Driver,26 - 39,1
New South Wales,1993,4,2:10:00 AM,Male,Driver,26 - 39,1
New South Wales,1993,4,3:05:00 AM,Male,Motorcycle rider,17 - 25,1
New South Wales,1993,4,4:00:00 AM,Male,Motorcycle rider,17 - 25,1
New South Wales,1993,4,4:27:00 AM,Male,Driver,17 - 25,1
New South Wales,1993,4,4:45:00 AM,Female,Passenger,40 - 64,1
New South Wales,1993,4,4:45:00 AM,Male,Driver,40 - 64,1
New South Wales,1993,4,4:45:00 AM,Male,Pedestrian,26 - 39,1
New South Wales,1993,4,4:50:00 AM,Male,Driver,26 - 39,1
New South Wales,1993,4,6:45:00 AM,Male,Motorcycle rider,26 - 39,1
New South Wales,1993,4,7:10:00 AM,Male,Pedal cyclist,40 - 64,1
New South Wales,1993,4,7:35:00 AM,Male,Driver,26 - 39,1
New South Wales,1993,4,9:20:00 AM,Male,Passenger,40 - 64,1
New South Wales,1993,4,9:50:00 AM,Male,Driver,65 - 74,1
New South Wales,1993,4,9:55:00 AM,Male,Motorcycle rider,26 - 39,1
New South Wales,1993,4,12:30:00 PM,Male,Driver,65 - 74,1
New South Wales,1993,4,1:15:00 PM,Female,Driver,40 - 64,1
New South Wales,1993,4,1:15:00 PM,Male,Driver,>= 75,1
New South Wales,1993,4,1:25:00 PM,Male,Pedestrian,0 - 16,1
New South Wales,1993,4,1:30:00 PM,Female,Passenger,65 - 74,1
New South Wales,1993,4,1:30:00 PM,Male,Driver,>= 75,1
New South Wales,1993,4,1:45:00 PM,Female,Driver,>= 75,1
New South Wales,1993,4,1:45:00 PM,Male,Passenger,>= 75,1
New South Wales,1993,4,2:30:00 PM,Male,Motorcycle rider,17 - 25,1
New South Wales,1993,4,2:40:00 PM,Male,Passenger,17 - 25,1
New South Wales,1993,4,3:20:00 PM,Female,Pedestrian,>= 75,1
New South Wales,1993,4,3:30:00 PM,Female,Passenger,26 - 39,1
New South Wales,1993,4,3:35:00 PM,Female,Driver,65 - 74,1
New South Wales,1993,4,4:00:00 PM,Female,Driver,26 - 39,1
New South Wales,1993,4,4:00:00 PM,Male,Driver,40 - 64,1
New South Wales,1993,4,4:00:00 PM,Male,Passenger,0 - 16,1
New South Wales,1993,4,4:10:00 PM,Female,Passenger,65 - 74,2
New South Wales,1993,4,4:50:00 PM,Male,Pedestrian,26 - 39,1
New South Wales,1993,4,4:55:00 PM,Male,Driver,40 - 64,1
New South Wales,1993,4,5:00:00 PM,Male,Motorcycle rider,26 - 39,1
New South Wales,1993,4,6:10:00 PM,Male,Pedestrian,0 - 16,1
New South Wales,1993,4,6:20:00 PM,Male,Passenger,65 - 74,1
New South Wales,1993,4,6:40:00 PM,Female,Driver,17 - 25,1
New South Wales,1993,4,6:40:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,4,6:40:00 PM,Male,Passenger,26 - 39,1
New South Wales,1993,4,7:00:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,4,9:00:00 PM,Male,Driver,17 - 25,1
New South Wales,1993,4,9:45:00 PM,Female,Motorcycle pillion passenger,17 - 25,1
New South Wales,1993,4,9:45:00 PM,Male,Motorcycle rider,17 - 25,1
New South Wales,1993,4,10:50:00 PM,Male,Passenger,65 - 74,1
New South Wales,1993,4,11:17:00 PM,Male,Motorcycle rider,17 - 25,1
New South Wales,1993,4,11:25:00 PM,Female,Passenger,0 - 16,1
New South Wales,1993,4,11:25:00 PM,Male,Passenger,26 - 39,2
New South Wales,1993,5,2:20:00 AM,Male,Driver,26 - 39,1
New South Wales,1993,5,2:40:00 AM,Female,Driver,17 - 25,1
New South Wales,1993,5,2:40:00 AM,Male,Driver,26 - 39,1
New South Wales,1993,5,3:30:00 AM,Male,Driver,17 - 25,1
New South Wales,1993,5,4:30:00 AM,Male,Pedestrian,26 - 39,1
New South Wales,1993,5,5:25:00 AM,Male,Driver,40 - 64,1
New South Wales,1993,5,6:10:00 AM,Male,Driver,40 - 64,1
New South Wales,1993,5,6:20:00 AM,Female,Passenger,65 - 74,1
New South Wales,1993,5,6:20:00 AM,Male,Driver,>= 75,1
New South Wales,1993,5,7:10:00 AM,Male,Driver,26 - 39,1
New South Wales,1993,5,7:25:00 AM,Male,Driver,17 - 25,1
New South Wales,1993,5,8:10:00 AM,Female,Driver,40 - 64,1
New South Wales,1993,5,8:55:00 AM,Male,Driver,>= 75,1
New South Wales,1993,5,9:15:00 AM,Female,Pedestrian,0 - 16,1
New South Wales,1993,5,10:05:00 AM,Female,Pedestrian,>= 75,1
New South Wales,1993,5,10:05:00 AM,Male,Driver,>= 75,1
New South Wales,1993,5,10:10:00 AM,Female,Pedestrian,>= 75,1
New South Wales,1993,5,10:20:00 AM,Male,Driver,40 - 64,1
New South Wales,1993,5,10:35:00 AM,Female,Driver,65 - 74,1
New South Wales,1993,5,11:45:00 AM,Male,Motorcycle rider,26 - 39,1
New South Wales,1993,5,12:15:00 PM,Male,Driver,>= 75,1
New South Wales,1993,5,2:20:00 PM,Male,Driver,>= 75,1
New South Wales,1993,5,3:20:00 PM,Male,Pedestrian,>= 75,1
New South Wales,1993,5,3:37:00 PM,Male,Motorcycle rider,17 - 25,1
New South Wales,1993,5,4:00:00 PM,Male,Motorcycle rider,17 - 25,1
New South Wales,1993,5,4:00:00 PM,Male,Passenger,>= 75,1
New South Wales,1993,5,5:05:00 PM,Female,Pedestrian,0 - 16,1
New South Wales,1993,5,5:15:00 PM,Male,Pedestrian,26 - 39,1
New South Wales,1993,5,5:30:00 PM,Female,Driver,17 - 25,1
New South Wales,1993,5,5:40:00 PM,Male,Pedestrian,40 - 64,1
New South Wales,1993,5,6:00:00 PM,Female,Pedestrian,26 - 39,1
New South Wales,1993,5,6:20:00 PM,Male,Pedestrian,26 - 39,1
New South Wales,1993,5,6:30:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,5,6:50:00 PM,Male,Driver,17 - 25,1
New South Wales,1993,5,7:45:00 PM,Male,Driver,40 - 64,1
New South Wales,1993,5,10:20:00 PM,Male,Passenger,0 - 16,1
New South Wales,1993,5,10:25:00 PM,Male,Driver,17 - 25,1
New South Wales,1993,6,1:30:00 AM,Male,Passenger,17 - 25,1
New South Wales,1993,6,2:40:00 AM,Male,Driver,17 - 25,1
New South Wales,1993,6,2:50:00 AM,Male,Driver,26 - 39,1
New South Wales,1993,6,3:00:00 AM,Female,Driver,17 - 25,1
New South Wales,1993,6,6:30:00 AM,Male,Driver,17 - 25,1
New South Wales,1993,6,8:20:00 AM,Male,Driver,40 - 64,1
New South Wales,1993,6,8:45:00 AM,Female,Pedestrian,40 - 64,1
New South Wales,1993,6,8:50:00 AM,Male,Pedestrian,0 - 16,1
New South Wales,1993,6,9:30:00 AM,Female,Passenger,26 - 39,1
New South Wales,1993,6,9:30:00 AM,Female,Passenger,65 - 74,1
New South Wales,1993,6,9:45:00 AM,Male,Passenger,40 - 64,1
New South Wales,1993,6,11:10:00 AM,Male,Driver,17 - 25,1
New South Wales,1993,6,12:30:00 PM,Female,Driver,65 - 74,1
New South Wales,1993,6,12:32:00 PM,Male,Motorcycle rider,17 - 25,1
New South Wales,1993,6,12:45:00 PM,Male,Passenger,26 - 39,1
New South Wales,1993,6,12:55:00 PM,Male,Driver,40 - 64,1
New South Wales,1993,6,1:00:00 PM,Male,Passenger,17 - 25,1
New South Wales,1993,6,1:55:00 PM,Male,Driver,40 - 64,1
New South Wales,1993,6,2:55:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,6,3:35:00 PM,Male,Motorcycle rider,40 - 64,1
New South Wales,1993,6,3:40:00 PM,Female,Pedestrian,0 - 16,1
New South Wales,1993,6,4:10:00 PM,Female,Driver,17 - 25,1
New South Wales,1993,6,4:14:00 PM,Male,Passenger,17 - 25,1
New South Wales,1993,6,4:40:00 PM,Female,Pedal cyclist,0 - 16,1
New South Wales,1993,6,5:10:00 PM,Male,Pedal cyclist,26 - 39,1
New South Wales,1993,6,5:25:00 PM,Female,Pedestrian,>= 75,1
New South Wales,1993,6,5:30:00 PM,Male,Pedestrian,0 - 16,1
New South Wales,1993,6,5:40:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,6,5:45:00 PM,Male,Driver,65 - 74,1
New South Wales,1993,6,5:55:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,6,6:00:00 PM,Female,Driver,17 - 25,1
New South Wales,1993,6,6:00:00 PM,Male,Passenger,17 - 25,1
New South Wales,1993,6,6:30:00 PM,Male,Driver,40 - 64,1
New South Wales,1993,6,7:20:00 PM,Male,Pedestrian,>= 75,1
New South Wales,1993,6,7:35:00 PM,Male,Pedestrian,>= 75,1
New South Wales,1993,6,8:45:00 PM,Male,Driver,17 - 25,1
New South Wales,1993,6,8:50:00 PM,Female,Driver,26 - 39,1
New South Wales,1993,6,8:55:00 PM,Male,Driver,40 - 64,1
New South Wales,1993,6,9:45:00 PM,Male,Pedestrian,40 - 64,1
New South Wales,1993,6,11:55:00 PM,Female,Passenger,0 - 16,2
New South Wales,1993,6,11:55:00 PM,Male,Pedestrian,17 - 25,1
New South Wales,1993,7,12:15:00 AM,Male,Driver,26 - 39,1
New South Wales,1993,7,12:40:00 AM,Female,Driver,26 - 39,1
New South Wales,1993,7,1:00:00 AM,Male,Driver,17 - 25,1
New South Wales,1993,7,3:10:00 AM,Female,Driver,40 - 64,1
New South Wales,1993,7,6:00:00 AM,Female,Passenger,17 - 25,1
New South Wales,1993,7,6:00:00 AM,Male,Driver,17 - 25,1
New South Wales,1993,7,6:20:00 AM,Female,Pedestrian,65 - 74,1
New South Wales,1993,7,6:20:00 AM,Male,Passenger,17 - 25,1
New South Wales,1993,7,6:30:00 AM,Male,Driver,26 - 39,1
New South Wales,1993,7,6:50:00 AM,Female,Motorcycle rider,17 - 25,1
New South Wales,1993,7,9:30:00 AM,Male,Driver,26 - 39,1
New South Wales,1993,7,9:30:00 AM,Male,Passenger,40 - 64,1
New South Wales,1993,7,9:35:00 AM,Male,Driver,65 - 74,1
New South Wales,1993,7,11:00:00 AM,Male,Driver,17 - 25,1
New South Wales,1993,7,11:38:00 AM,Male,Driver,40 - 64,1
New South Wales,1993,7,12:30:00 PM,Female,Pedestrian,>= 75,1
New South Wales,1993,7,12:40:00 PM,Female,Pedestrian,>= 75,1
New South Wales,1993,7,1:36:00 PM,Male,Pedestrian,40 - 64,1
New South Wales,1993,7,1:45:00 PM,Male,Pedestrian,>= 75,1
New South Wales,1993,7,2:25:00 PM,Female,Driver,65 - 74,1
New South Wales,1993,7,2:30:00 PM,Male,Driver,65 - 74,1
New South Wales,1993,7,2:45:00 PM,Female,Pedestrian,>= 75,1
New South Wales,1993,7,3:50:00 PM,Female,Driver,>= 75,1
New South Wales,1993,7,3:50:00 PM,Female,Passenger,>= 75,1
New South Wales,1993,7,3:50:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,7,5:30:00 PM,Female,Driver,17 - 25,1
New South Wales,1993,7,5:30:00 PM,Male,Pedestrian,0 - 16,1
New South Wales,1993,7,5:35:00 PM,Female,Driver,40 - 64,1
New South Wales,1993,7,5:45:00 PM,Male,Passenger,17 - 25,1
New South Wales,1993,7,5:56:00 PM,Female,Passenger,65 - 74,1
New South Wales,1993,7,6:00:00 PM,Male,Pedestrian,65 - 74,1
New South Wales,1993,7,6:10:00 PM,Male,Motorcycle rider,40 - 64,1
New South Wales,1993,7,6:10:00 PM,Male,Pedestrian,>= 75,1
New South Wales,1993,7,6:30:00 PM,Female,Passenger,26 - 39,1
New South Wales,1993,7,6:45:00 PM,Male,Driver,26 - 39,1
New South Wales,1993,7,7:40:00 PM,Male,Pedestrian,40 - 64,1
New South Wales,1993,7,8:50:00 PM,Female,Driver,17 - 25,1
New South Wales,1993,7,9:20:00 PM,Male,Pedestrian,40 - 64,1
New South Wales,1993,7,9:55:00 PM,Male,Motorcycle rider,17 - 25,1
