State,Year,Month,Time,Gender,Road_User,Age Group,Fatality
Australian Capital Territory,1989,1,12:15:00 AM,Female,Driver,17 - 25,1
Australian Capital Territory,1989,1,10:10:00 PM,Female,Passenger,>= 75,1
Australian Capital Territory,1989,2,3:20:00 PM,Male,Driver,17 - 25,1
Australian Capital Territory,1989,2,11:04:00 PM,Female,Driver,26 - 39,1
Australian Capital Territory,1989,3,8:30:00 PM,Male,Pedestrian,0 - 16,1
Australian Capital Territory,1989,3,9:10:00 PM,Male,Passenger,26 - 39,1
Australian Capital Territory,1989,3,10:20:00 PM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,1989,4,12:55:00 AM,Female,Passenger,26 - 39,1
Australian Capital Territory,1989,4,12:55:00 AM,Female,Passenger,40 - 64,1
Australian Capital Territory,1989,4,12:55:00 AM,Male,Driver,26 - 39,1
Australian Capital Territory,1989,4,12:55:00 AM,Male,Passenger,40 - 64,1
Australian Capital Territory,1989,4,10:55:00 AM,Female,Passenger,40 - 64,1
Australian Capital Territory,1989,4,10:55:00 AM,Male,Driver,40 - 64,1
Australian Capital Territory,1989,4,5:15:00 PM,Male,Passenger,65 - 74,1
Australian Capital Territory,1989,4,8:10:00 PM,Male,Pedestrian,17 - 25,1
Australian Capital Territory,1989,6,1:05:00 AM,Male,Pedestrian,26 - 39,1
Australian Capital Territory,1989,6,6:00:00 PM,Female,Driver,17 - 25,1
Australian Capital Territory,1989,7,7:10:00 PM,Male,Driver,40 - 64,1
Australian Capital Territory,1989,8,5:20:00 AM,Male,Motorcycle pillion passenger,17 - 25,1
Australian Capital Territory,1989,8,5:20:00 AM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,1989,9,12:15:00 AM,Female,Pedestrian,40 - 64,1
Australian Capital Territory,1989,9,8:50:00 PM,Female,Passenger,17 - 25,1
Australian Capital Territory,1989,9,8:55:00 PM,Male,Driver,17 - 25,1
Australian Capital Territory,1989,9,9:20:00 PM,Male,Driver,17 - 25,1
Australian Capital Territory,1989,9,11:40:00 PM,Male,Driver,17 - 25,1
Australian Capital Territory,1989,10,4:45:00 PM,Male,Passenger,17 - 25,2
Australian Capital Territory,1989,11,4:55:00 AM,Male,Passenger,17 - 25,1
Australian Capital Territory,1989,11,10:45:00 PM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,1989,12,1:10:00 AM,Male,Motorcycle pillion passenger,17 - 25,1
Australian Capital Territory,1989,12,3:10:00 PM,Male,Passenger,17 - 25,1
Australian Capital Territory,1989,12,6:00:00 PM,Female,Pedestrian,0 - 16,1
Australian Capital Territory,1990,1,1:45:00 AM,Male,Driver,40 - 64,1
Australian Capital Territory,1990,1,3:20:00 AM,Male,Driver,26 - 39,1
Australian Capital Territory,1990,5,1:50:00 AM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,1990,5,4:20:00 PM,Female,Passenger,40 - 64,1
Australian Capital Territory,1990,5,7:55:00 PM,Male,Passenger,0 - 16,1
Australian Capital Territory,1990,6,3:30:00 PM,Male,Pedal cyclist,17 - 25,1
Australian Capital Territory,1990,7,6:28:00 AM,Female,Driver,17 - 25,1
Australian Capital Territory,1990,7,6:45:00 AM,Male,Driver,26 - 39,1
Australian Capital Territory,1990,7,6:45:00 AM,Male,Driver,40 - 64,1
Australian Capital Territory,1990,7,9:30:00 AM,Female,Driver,40 - 64,1
Australian Capital Territory,1990,7,2:50:00 PM,Female,Passenger,>= 75,1
Australian Capital Territory,1990,7,4:30:00 PM,Male,Pedestrian,>= 75,1
Australian Capital Territory,1990,8,5:10:00 PM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,1990,8,6:45:00 PM,Female,Driver,26 - 39,1
Australian Capital Territory,1990,8,11:20:00 PM,Female,Pedestrian,26 - 39,1
Australian Capital Territory,1990,9,9:20:00 PM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,1990,10,1:40:00 PM,Male,Passenger,17 - 25,1
Australian Capital Territory,1990,10,1:55:00 PM,Female,Passenger,65 - 74,1
Australian Capital Territory,1990,10,9:00:00 PM,Male,Driver,17 - 25,1
Australian Capital Territory,1990,11,6:10:00 PM,Male,Pedal cyclist,0 - 16,1
Australian Capital Territory,1990,11,6:35:00 PM,Male,Driver,17 - 25,1
Australian Capital Territory,1990,11,9:30:00 PM,Female,Driver,26 - 39,1
Australian Capital Territory,1990,12,9:30:00 AM,Female,Passenger,65 - 74,1
Australian Capital Territory,1990,12,9:30:00 AM,Male,Driver,65 - 74,1
Australian Capital Territory,1990,12,3:15:00 PM,Male,Driver,40 - 64,1
Australian Capital Territory,1990,12,8:10:00 PM,Male,Driver,26 - 39,1
Australian Capital Territory,1991,1,11:45:00 AM,Female,Passenger,65 - 74,1
Australian Capital Territory,1991,1,11:45:00 AM,Male,Driver,65 - 74,1
Australian Capital Territory,1991,2,12:30:00 AM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,1991,3,3:50:00 PM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,1991,4,4:00:00 PM,Female,Pedal cyclist,0 - 16,1
Australian Capital Territory,1991,4,4:40:00 PM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,1991,4,5:00:00 PM,Female,Passenger,>= 75,1
Australian Capital Territory,1991,4,6:40:00 PM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,1991,4,8:35:00 PM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,1991,5,1:00:00 PM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,1991,6,1:30:00 AM,Male,Driver,17 - 25,1
Australian Capital Territory,1991,6,6:05:00 AM,Female,Passenger,0 - 16,1
Australian Capital Territory,1991,6,3:10:00 PM,Female,Driver,17 - 25,1
Australian Capital Territory,1991,8,1:00:00 AM,Female,Passenger,17 - 25,1
Australian Capital Territory,1991,8,7:50:00 AM,Male,Pedestrian,0 - 16,1
Australian Capital Territory,1991,9,5:30:00 PM,Male,Motorcycle pillion passenger,17 - 25,1
Australian Capital Territory,1991,10,4:15:00 PM,Female,Driver,65 - 74,1
Australian Capital Territory,1992,1,3:30:00 PM,Female,Passenger,65 - 74,1
Australian Capital Territory,1992,2,4:55:00 AM,Male,Driver,26 - 39,1
Australian Capital Territory,1992,2,4:55:00 AM,Male,Passenger,26 - 39,1
Australian Capital Territory,1992,3,3:20:00 PM,Female,Passenger,40 - 64,1
Australian Capital Territory,1992,4,12:00:00 AM,Male,Driver,40 - 64,1
Australian Capital Territory,1992,4,3:45:00 PM,Female,Driver,>= 75,1
Australian Capital Territory,1992,4,4:15:00 PM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,1992,4,5:15:00 PM,Male,Pedestrian,40 - 64,1
Australian Capital Territory,1992,5,11:20:00 AM,Male,Passenger,0 - 16,1
Australian Capital Territory,1992,5,3:10:00 PM,Male,Driver,65 - 74,1
Australian Capital Territory,1992,6,3:00:00 AM,Male,Passenger,17 - 25,1
Australian Capital Territory,1992,6,6:00:00 PM,Male,Pedestrian,0 - 16,1
Australian Capital Territory,1992,7,6:00:00 PM,Female,Passenger,>= 75,1
Australian Capital Territory,1992,7,6:00:00 PM,Male,Driver,65 - 74,1
Australian Capital Territory,1992,8,2:05:00 PM,Male,Pedestrian,65 - 74,1
Australian Capital Territory,1992,8,5:30:00 PM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,1992,9,1:37:00 AM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,1992,9,6:30:00 PM,Male,Driver,40 - 64,1
Australian Capital Territory,1992,10,4:00:00 PM,Male,Driver,65 - 74,1
Australian Capital Territory,1992,12,11:03:00 AM,Male,Driver,26 - 39,1
Australian Capital Territory,1993,2,11:20:00 PM,Male,Pedestrian,40 - 64,1
Australian Capital Territory,1993,3,11:15:00 PM,Male,Driver,26 - 39,1
Australian Capital Territory,1993,6,4:40:00 AM,Male,Driver,17 - 25,1
Australian Capital Territory,1993,8,6:55:00 AM,Male,Motorcycle pillion passenger,17 - 25,1
Australian Capital Territory,1993,9,11:05:00 PM,Male,Pedestrian,40 - 64,1
Australian Capital Territory,1993,9,11:50:00 PM,Male,Pedestrian,17 - 25,1
Australian Capital Territory,1993,10,12:20:00 AM,Male,Driver,17 - 25,1
Australian Capital Territory,1993,10,12:20:00 AM,Male,Passenger,17 - 25,1
Australian Capital Territory,1993,10,10:05:00 AM,Female,Pedestrian,65 - 74,1
Australian Capital Territory,1993,10,5:20:00 PM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,1993,10,8:15:00 PM,Male,Driver,40 - 64,1
Australian Capital Territory,1993,11,11:20:00 PM,Female,Driver,26 - 39,1
Australian Capital Territory,1994,1,9:09:00 PM,Male,Driver,26 - 39,1
Australian Capital Territory,1994,2,3:10:00 PM,Male,Driver,>= 75,1
Australian Capital Territory,1994,3,12:45:00 AM,Male,Driver,17 - 25,1
Australian Capital Territory,1994,4,8:10:00 AM,Male,Passenger,0 - 16,1
Australian Capital Territory,1994,4,3:55:00 PM,Male,Driver,17 - 25,1
Australian Capital Territory,1994,4,5:10:00 PM,Male,Driver,40 - 64,1
Australian Capital Territory,1994,4,5:10:00 PM,Male,Passenger,40 - 64,1
Australian Capital Territory,1994,5,12:40:00 AM,Male,Motorcycle rider,0 - 16,1
Australian Capital Territory,1994,6,6:10:00 AM,Female,Driver,40 - 64,1
Australian Capital Territory,1994,6,8:17:00 PM,Male,Driver,17 - 25,1
Australian Capital Territory,1994,6,8:17:00 PM,Male,Passenger,0 - 16,1
Australian Capital Territory,1994,8,5:40:00 PM,Male,Driver,40 - 64,1
Australian Capital Territory,1994,9,2:00:00 PM,Male,Driver,>= 75,1
Australian Capital Territory,1994,9,6:13:00 PM,Female,Pedestrian,>= 75,1
Australian Capital Territory,1994,10,5:03:00 PM,Female,Pedestrian,40 - 64,1
Australian Capital Territory,1994,11,10:05:00 PM,Female,Driver,40 - 64,1
Australian Capital Territory,1994,12,1:00:00 AM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,1995,5,4:00:00 PM,Male,Pedestrian,>= 75,1
Australian Capital Territory,1995,6,9:05:00 PM,Male,Driver,26 - 39,1
Australian Capital Territory,1995,7,6:25:00 AM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,1995,7,10:33:00 AM,Male,Driver,40 - 64,1
Australian Capital Territory,1995,7,5:40:00 PM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,1995,9,2:00:00 AM,Male,Passenger,26 - 39,1
Australian Capital Territory,1995,9,5:45:00 AM,Male,Pedestrian,26 - 39,1
Australian Capital Territory,1995,9,11:01:00 AM,Female,Driver,65 - 74,1
Australian Capital Territory,1995,10,Unknown,Female,Passenger,>= 75,1
Australian Capital Territory,1995,10,10:00:00 AM,Female,Driver,65 - 74,1
Australian Capital Territory,1995,11,8:15:00 PM,Female,Pedestrian,40 - 64,1
Australian Capital Territory,1995,12,Unknown,Male,Motorcycle pillion passenger,17 - 25,1
Australian Capital Territory,1995,12,Unknown,Male,Motorcycle rider,17 - 25,3
Australian Capital Territory,1996,1,5:37:00 PM,Female,Driver,17 - 25,1
Australian Capital Territory,1996,2,6:30:00 PM,Female,Pedal cyclist,17 - 25,1
Australian Capital Territory,1996,4,1:05:00 PM,Male,Driver,>= 75,1
Australian Capital Territory,1996,5,7:28:00 AM,Male,Driver,17 - 25,1
Australian Capital Territory,1996,5,7:28:00 AM,Male,Driver,40 - 64,1
Australian Capital Territory,1996,5,1:35:00 PM,Male,Pedestrian,>= 75,1
Australian Capital Territory,1996,6,12:15:00 AM,Male,Pedestrian,17 - 25,1
Australian Capital Territory,1996,6,4:30:00 PM,Female,Pedal cyclist,40 - 64,1
Australian Capital Territory,1996,8,8:20:00 AM,Female,Passenger,65 - 74,1
Australian Capital Territory,1996,8,11:00:00 AM,Female,Passenger,0 - 16,1
Australian Capital Territory,1996,8,11:00:00 AM,Female,Passenger,17 - 25,1
Australian Capital Territory,1996,9,7:37:00 PM,Male,Pedestrian,26 - 39,1
Australian Capital Territory,1996,9,9:45:00 PM,Female,Passenger,0 - 16,3
Australian Capital Territory,1996,9,9:45:00 PM,Male,Driver,40 - 64,1
Australian Capital Territory,1996,10,9:21:00 PM,Male,Passenger,17 - 25,1
Australian Capital Territory,1996,11,12:25:00 AM,Male,Driver,26 - 39,1
Australian Capital Territory,1996,11,10:50:00 AM,Female,Passenger,>= 75,1
Australian Capital Territory,1996,11,1:20:00 PM,Male,Driver,17 - 25,1
Australian Capital Territory,1996,11,1:20:00 PM,Male,Passenger,17 - 25,1
Australian Capital Territory,1996,12,5:00:00 PM,Male,Driver,17 - 25,1
Australian Capital Territory,1996,12,6:00:00 PM,Male,Pedal cyclist,0 - 16,1
Australian Capital Territory,1997,1,4:15:00 AM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,1997,2,4:10:00 PM,Male,Pedal cyclist,0 - 16,1
Australian Capital Territory,1997,3,7:25:00 AM,Male,Pedal cyclist,26 - 39,1
Australian Capital Territory,1997,4,6:05:00 PM,Female,Driver,26 - 39,1
Australian Capital Territory,1997,5,12:45:00 PM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,1997,8,3:36:00 AM,Male,Driver,17 - 25,1
Australian Capital Territory,1997,8,9:38:00 AM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,1997,9,5:00:00 PM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,1997,9,8:30:00 PM,Female,Driver,17 - 25,1
Australian Capital Territory,1997,10,6:00:00 PM,Male,Driver,17 - 25,1
Australian Capital Territory,1997,10,9:10:00 PM,Male,Pedestrian,65 - 74,1
Australian Capital Territory,1997,11,7:30:00 AM,Male,Driver,17 - 25,1
Australian Capital Territory,1997,11,11:00:00 AM,Female,Driver,40 - 64,1
Australian Capital Territory,1997,12,2:40:00 AM,Male,Pedestrian,26 - 39,1
Australian Capital Territory,1997,12,4:30:00 PM,Male,Driver,17 - 25,1
Australian Capital Territory,1997,12,5:30:00 PM,Female,Passenger,0 - 16,1
Australian Capital Territory,1997,12,9:20:00 PM,Female,Motorcycle rider,26 - 39,1
Australian Capital Territory,1998,1,10:50:00 PM,Male,Driver,26 - 39,1
Australian Capital Territory,1998,2,8:15:00 AM,Male,Driver,17 - 25,1
Australian Capital Territory,1998,2,8:20:00 AM,Female,Driver,40 - 64,1
Australian Capital Territory,1998,2,11:15:00 AM,Female,Driver,40 - 64,1
Australian Capital Territory,1998,3,12:15:00 AM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,1998,3,1:35:00 AM,Male,Driver,17 - 25,1
Australian Capital Territory,1998,3,6:56:00 AM,Male,Pedal cyclist,40 - 64,1
Australian Capital Territory,1998,5,Unknown,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,1998,5,Unknown,Male,Passenger,17 - 25,1
Australian Capital Territory,1998,7,3:00:00 AM,Female,Driver,17 - 25,1
Australian Capital Territory,1998,7,3:00:00 AM,Female,Passenger,17 - 25,1
Australian Capital Territory,1998,7,6:30:00 PM,Female,Passenger,40 - 64,2
Australian Capital Territory,1998,8,2:40:00 PM,Male,Pedestrian,40 - 64,1
Australian Capital Territory,1998,9,2:30:00 AM,Male,Driver,17 - 25,1
Australian Capital Territory,1998,9,10:15:00 PM,Male,Passenger,17 - 25,1
Australian Capital Territory,1998,9,10:25:00 PM,Male,Pedal cyclist,17 - 25,1
Australian Capital Territory,1998,10,8:15:00 AM,Male,Pedal cyclist,40 - 64,1
Australian Capital Territory,1998,10,11:50:00 AM,Female,Driver,40 - 64,1
Australian Capital Territory,1998,12,9:25:00 AM,Male,Pedestrian,>= 75,1
Australian Capital Territory,1998,12,1:40:00 PM,Male,Passenger,>= 75,1
Australian Capital Territory,1998,12,8:00:00 PM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,1999,1,10:50:00 PM,Male,Driver,26 - 39,1
Australian Capital Territory,1999,2,2:15:00 AM,Male,Pedestrian,17 - 25,1
Australian Capital Territory,1999,2,5:40:00 PM,Female,Passenger,>= 75,1
Australian Capital Territory,1999,2,10:00:00 PM,Male,Passenger,17 - 25,1
Australian Capital Territory,1999,3,4:30:00 PM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,1999,4,8:00:00 AM,Male,Driver,17 - 25,1
Australian Capital Territory,1999,4,3:10:00 PM,Male,Pedestrian,26 - 39,1
Australian Capital Territory,1999,6,3:15:00 PM,Female,Driver,65 - 74,1
Australian Capital Territory,1999,6,5:30:00 PM,Male,Driver,40 - 64,1
Australian Capital Territory,1999,6,6:30:00 PM,Male,Other/-9,40 - 64,1
Australian Capital Territory,1999,9,12:45:00 AM,Male,Driver,Unknown,1
Australian Capital Territory,1999,9,10:15:00 PM,Female,Driver,40 - 64,1
Australian Capital Territory,1999,11,1:00:00 AM,Female,Driver,17 - 25,1
Australian Capital Territory,1999,11,11:35:00 AM,Male,Driver,65 - 74,1
Australian Capital Territory,1999,12,8:00:00 AM,Male,Driver,40 - 64,1
Australian Capital Territory,1999,12,2:30:00 PM,Male,Driver,Unknown,1
Australian Capital Territory,1999,12,2:30:00 PM,Male,Passenger,Unknown,1
Australian Capital Territory,1999,12,2:30:00 PM,Male,Passenger,17 - 25,1
Australian Capital Territory,1999,12,5:00:00 PM,Female,Pedestrian,>= 75,1
Australian Capital Territory,2000,2,12:30:00 AM,Female,Passenger,26 - 39,1
Australian Capital Territory,2000,3,1:30:00 AM,Female,Driver,0 - 16,1
Australian Capital Territory,2000,3,1:30:00 AM,Female,Passenger,0 - 16,1
Australian Capital Territory,2000,5,12:30:00 PM,Female,Passenger,26 - 39,1
Australian Capital Territory,2000,6,9:15:00 AM,Female,Pedestrian,>= 75,1
Australian Capital Territory,2000,7,2:10:00 PM,Male,Driver,>= 75,1
Australian Capital Territory,2000,7,5:15:00 PM,Male,Driver,40 - 64,1
Australian Capital Territory,2000,8,2:30:00 AM,Male,Pedestrian,26 - 39,1
Australian Capital Territory,2000,9,1:20:00 AM,Female,Driver,40 - 64,1
Australian Capital Territory,2000,9,9:15:00 AM,Male,Driver,17 - 25,1
Australian Capital Territory,2000,9,12:30:00 PM,Male,Pedestrian,0 - 16,1
Australian Capital Territory,2000,9,11:00:00 PM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,2000,10,2:15:00 AM,Male,Passenger,26 - 39,1
Australian Capital Territory,2000,10,2:15:00 AM,Male,Passenger,40 - 64,1
Australian Capital Territory,2000,10,5:20:00 AM,Male,Driver,17 - 25,1
Australian Capital Territory,2000,10,6:39:00 PM,Male,Driver,26 - 39,1
Australian Capital Territory,2000,12,11:30:00 AM,Male,Passenger,65 - 74,1
Australian Capital Territory,2000,12,11:30:00 PM,Female,Pedestrian,26 - 39,1
Australian Capital Territory,2001,1,6:50:00 PM,Male,Pedestrian,26 - 39,1
Australian Capital Territory,2001,1,8:15:00 PM,Male,Driver,40 - 64,1
Australian Capital Territory,2001,2,10:30:00 AM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,2001,2,5:30:00 PM,Male,Pedestrian,40 - 64,1
Australian Capital Territory,2001,5,1:00:00 AM,Male,Passenger,26 - 39,1
Australian Capital Territory,2001,5,1:10:00 PM,Female,Driver,26 - 39,1
Australian Capital Territory,2001,6,2:00:00 AM,Male,Driver,17 - 25,1
Australian Capital Territory,2001,7,12:45:00 AM,Male,Driver,26 - 39,1
Australian Capital Territory,2001,8,9:15:00 AM,Male,Driver,>= 75,1
Australian Capital Territory,2001,8,7:00:00 PM,Male,Driver,17 - 25,1
Australian Capital Territory,2001,9,7:30:00 PM,Male,Driver,40 - 64,1
Australian Capital Territory,2001,9,11:00:00 PM,Male,Pedestrian,40 - 64,1
Australian Capital Territory,2001,11,5:20:00 PM,Female,Passenger,>= 75,1
Australian Capital Territory,2001,12,12:30:00 AM,Male,Driver,26 - 39,1
Australian Capital Territory,2001,12,12:30:00 AM,Male,Passenger,26 - 39,1
Australian Capital Territory,2001,12,4:15:00 PM,Male,Driver,26 - 39,1
Australian Capital Territory,2002,4,3:30:00 PM,Male,Pedestrian,17 - 25,1
Australian Capital Territory,2002,5,9:30:00 AM,Male,Driver,>= 75,1
Australian Capital Territory,2002,5,2:30:00 PM,Female,Driver,>= 75,1
Australian Capital Territory,2002,6,4:50:00 PM,Male,Driver,26 - 39,1
Australian Capital Territory,2002,7,11:30:00 AM,Female,Driver,>= 75,1
Australian Capital Territory,2002,8,3:30:00 PM,Female,Passenger,0 - 16,1
Australian Capital Territory,2002,8,3:30:00 PM,Female,Passenger,40 - 64,1
Australian Capital Territory,2002,8,3:30:00 PM,Male,Driver,17 - 25,1
Australian Capital Territory,2002,10,11:55:00 AM,Female,Passenger,40 - 64,1
Australian Capital Territory,2002,11,2:15:00 PM,Male,Motorcycle rider,40 - 64,1
Australian Capital Territory,2003,2,10:50:00 AM,Male,Driver,40 - 64,1
Australian Capital Territory,2003,2,4:30:00 PM,Female,Passenger,0 - 16,1
Australian Capital Territory,2003,2,4:30:00 PM,Female,Passenger,17 - 25,1
Australian Capital Territory,2003,5,4:00:00 AM,Male,Passenger,26 - 39,1
Australian Capital Territory,2003,6,3:30:00 AM,Male,Motorcycle pillion passenger,17 - 25,1
Australian Capital Territory,2003,6,3:15:00 PM,Male,Pedestrian,26 - 39,1
Australian Capital Territory,2003,6,11:45:00 PM,Male,Driver,26 - 39,1
Australian Capital Territory,2003,10,6:30:00 PM,Female,Passenger,26 - 39,1
Australian Capital Territory,2003,11,4:40:00 PM,Female,Driver,40 - 64,1
Australian Capital Territory,2003,12,2:30:00 AM,Male,Driver,26 - 39,1
Australian Capital Territory,2003,12,4:00:00 PM,Female,Pedestrian,0 - 16,1
Australian Capital Territory,2004,1,7:20:00 PM,Male,Driver,26 - 39,1
Australian Capital Territory,2004,1,10:25:00 PM,Male,Driver,40 - 64,1
Australian Capital Territory,2004,3,3:30:00 AM,Male,Pedestrian,26 - 39,1
Australian Capital Territory,2004,4,3:00:00 AM,Male,Driver,26 - 39,1
Australian Capital Territory,2004,6,6:00:00 PM,Male,Driver,>= 75,1
Australian Capital Territory,2004,7,6:30:00 PM,Male,Pedestrian,40 - 64,1
Australian Capital Territory,2004,9,11:30:00 AM,Male,Driver,65 - 74,1
Australian Capital Territory,2004,11,12:45:00 PM,Female,Motorcycle pillion passenger,26 - 39,1
Australian Capital Territory,2004,11,6:00:00 PM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,2005,1,10:00:00 PM,Male,Driver,26 - 39,1
Australian Capital Territory,2005,2,6:30:00 AM,Male,Pedestrian,17 - 25,1
Australian Capital Territory,2005,2,12:45:00 PM,Female,Pedal cyclist,26 - 39,1
Australian Capital Territory,2005,3,11:30:00 PM,Male,Motorcycle rider,40 - 64,1
Australian Capital Territory,2005,4,6:40:00 AM,Male,Driver,26 - 39,1
Australian Capital Territory,2005,4,3:00:00 PM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,2005,4,7:45:00 PM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,2005,4,11:30:00 PM,Male,Pedestrian,65 - 74,1
Australian Capital Territory,2005,5,11:47:00 AM,Female,Driver,>= 75,1
Australian Capital Territory,2005,5,3:20:00 PM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,2005,5,5:30:00 PM,Female,Pedestrian,40 - 64,1
Australian Capital Territory,2005,7,12:15:00 AM,Female,Pedestrian,17 - 25,1
Australian Capital Territory,2005,7,6:50:00 AM,Male,Driver,26 - 39,1
Australian Capital Territory,2005,7,8:40:00 AM,Female,Driver,65 - 74,1
Australian Capital Territory,2005,7,4:20:00 PM,Female,Passenger,0 - 16,2
Australian Capital Territory,2005,7,6:30:00 PM,Female,Motorcycle rider,26 - 39,1
Australian Capital Territory,2005,8,11:45:00 PM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,2005,9,2:15:00 AM,Female,Passenger,17 - 25,1
Australian Capital Territory,2005,9,8:30:00 AM,Male,Passenger,>= 75,1
Australian Capital Territory,2005,9,7:10:00 PM,Male,Driver,17 - 25,1
Australian Capital Territory,2005,10,2:10:00 PM,Male,Driver,65 - 74,1
Australian Capital Territory,2005,10,2:30:00 PM,Female,Driver,40 - 64,1
Australian Capital Territory,2005,11,1:00:00 PM,Male,Pedestrian,17 - 25,1
Australian Capital Territory,2005,11,5:45:00 PM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,2005,12,7:20:00 PM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,2006,2,9:50:00 AM,Male,Motorcycle rider,40 - 64,1
Australian Capital Territory,2006,2,8:45:00 PM,Male,Driver,17 - 25,1
Australian Capital Territory,2006,5,6:20:00 PM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,2006,6,8:15:00 AM,Female,Driver,65 - 74,1
Australian Capital Territory,2006,8,11:25:00 AM,Male,Driver,17 - 25,1
Australian Capital Territory,2006,8,5:00:00 PM,Male,Pedestrian,40 - 64,1
Australian Capital Territory,2006,9,10:30:00 AM,Male,Driver,65 - 74,1
Australian Capital Territory,2006,10,10:30:00 AM,Male,Pedal cyclist,26 - 39,1
Australian Capital Territory,2006,10,4:20:00 PM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,2006,11,11:25:00 AM,Female,Driver,>= 75,1
Australian Capital Territory,2006,12,2:00:00 AM,Male,Driver,17 - 25,1
Australian Capital Territory,2006,12,2:00:00 AM,Male,Passenger,17 - 25,1
Australian Capital Territory,2006,12,1:45:00 PM,Male,Pedestrian,>= 75,1
Australian Capital Territory,2007,2,8:30:00 AM,Female,Driver,26 - 39,1
Australian Capital Territory,2007,3,8:20:00 AM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,2007,4,2:30:00 AM,Female,Passenger,40 - 64,1
Australian Capital Territory,2007,4,10:30:00 AM,Male,Driver,65 - 74,1
Australian Capital Territory,2007,4,6:45:00 PM,Female,Driver,65 - 74,1
Australian Capital Territory,2007,5,3:40:00 PM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,2007,6,12:30:00 AM,Female,Driver,26 - 39,1
Australian Capital Territory,2007,6,5:30:00 PM,Female,Driver,26 - 39,1
Australian Capital Territory,2007,7,3:00:00 AM,Male,Driver,17 - 25,1
Australian Capital Territory,2007,8,6:30:00 PM,Female,Pedestrian,40 - 64,1
Australian Capital Territory,2007,8,6:30:00 PM,Male,Driver,40 - 64,1
Australian Capital Territory,2007,10,11:00:00 AM,Male,Motorcycle rider,17 - 25,1
Australian Capital Territory,2007,11,9:15:00 PM,Female,Driver,65 - 74,1
Australian Capital Territory,2007,12,11:30:00 AM,Male,Passenger,17 - 25,1
Australian Capital Territory,2008,1,3:28:00 PM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,2008,2,5:35:00 PM,Male,Driver,>= 75,1
Australian Capital Territory,2008,4,4:00:00 PM,Male,Motorcycle rider,40 - 64,1
Australian Capital Territory,2008,5,5:45:00 PM,Female,Pedestrian,>= 75,1
Australian Capital Territory,2008,5,11:23:00 PM,Male,Motorcycle rider,26 - 39,1
Australian Capital Territory,2008,6,2:46:00 AM,Male,Passenger,17 - 25,1
Australian Capital Territory,2008,6,3:37:00 AM,Male,Driver,17 - 25,1
Australian Capital Territory,2008,6,10:35:00 AM,Male,Motorcycle rider,40 - 64,1
Australian Capital Territory,2008,7,7:05:00 AM,Male,Passenger,26 - 39,1
Australian Capital Territory,2008,8,12:30:00 AM,Female,Passenger,0 - 16,1
Australian Capital Territory,2008,8,3:15:00 AM,Male,Pedestrian,40 - 64,1
Australian Capital Territory,2008,8,3:34:00 PM,Female,Passenger,>= 75,1
Australian Capital Territory,2008,9,7:40:00 PM,Female,Pedestrian,>= 75,1
